-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2998,2998,2998,2998,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2936,1037,1037,1037,1037,2938,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2998,1037,1037,1037,1037,2998,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2998,1037,1037,1037,1037,2998,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3063,1037,1037,1037,1037,3067,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1472,-1,-1,2998,2998,2998,2998,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1987,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1040,1040,1040,1040,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1987,-1,1040,1040,1040,1040,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1040,1040,1040,1040,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1040,1040,1040,1040,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
